filename,person,bicycle,car,motorbike,aeroplane,bus,train,truck,boat,traffic light,fire hydrant,stop sign,parking meter,total
582.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
583.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1
584.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
586.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,2
587.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
588.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
589.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
591.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
592.jpg,3,0,1,0,0,0,0,0,0,0,0,0,0,4
593.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
594.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
595.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
596.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
597.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
598.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
600.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
601.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
602.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
603.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
605.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
606.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
607.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
61.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
612.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
614.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
616.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
619.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
620.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
621.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
622.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
623.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
624.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
625.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
626.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
627.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
629.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1
630.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
631.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
633.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
634.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
636.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
637.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
638.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
639.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
64.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
640.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
641.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
642.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
643.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
644.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
645.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
647.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
65.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
653.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
654.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
655.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
656.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
657.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
658.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
660.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
661.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
662.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
663.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
664.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
665.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,2
667.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
668.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
669.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
671.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
672.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
674.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
676.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
677.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
678.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
680.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
681.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
682.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
683.jpg,4,0,1,0,0,0,0,0,0,0,0,0,0,5
685.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
687.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
688.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
690.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
693.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
694.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
695.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
696.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
699.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
70.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
701.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
702.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
704.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
705.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
706.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
707.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
708.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
709.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
71.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,2
710.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
711.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
713.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
714.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
715.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
716.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
717.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
718.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
75.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
76.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
77.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
78.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
80.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
801.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
802.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
804.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
805.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
806.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
81.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
812.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
813.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
814.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
815.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
816.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
817.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
818.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,2
819.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
820.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
821.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
822.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
823.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
825.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
826.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
827.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
829.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
831.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
833.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
834.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
835.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
836.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
838.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
839.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
84.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
840.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
841.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
842.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
843.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
844.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
846.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
847.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
85.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
850.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
851.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
852.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
853.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
854.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
855.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
858.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
859.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
86.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
860.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
861.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
862.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
864.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
865.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
866.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
869.jpg,0,0,3,0,0,0,0,0,0,0,0,0,0,3
870.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
871.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
875.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
876.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
877.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,2
878.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
879.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
88.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
880.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
885.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
886.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
887.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
888.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
889.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
89.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
890.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
892.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
893.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
894.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
895.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
896.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
897.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
899.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
90.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
901.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
902.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
903.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,2
904.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
905.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
906.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
907.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
91.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
910.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
911.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
912.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
913.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
914.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
915.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
916.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
917.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
918.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
919.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
92.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
922.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
923.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
924.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
926.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
929.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
93.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
930.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
932.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
933.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
935.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
936.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
937.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
939.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
940.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
941.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,2
942.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
943.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
944.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
945.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
946.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
947.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,2
949.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
950.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
952.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
954.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
955.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
959.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
960.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
961.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,2
962.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
963.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
964.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
966.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
967.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
968.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
969.jpg,1,0,2,0,0,0,0,0,0,0,0,0,0,3
97.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
971.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
972.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
973.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
977.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
978.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
979.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
980.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
981.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
982.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
985.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
986.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
988.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
989.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
99.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
991.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
993.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
995.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
996.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
997.jpg,5,0,1,0,0,0,0,0,0,0,0,0,0,6
999.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1
total,143,0,1734,3,0,1,1,19,0,2,0,2,0